y_pm25,x_aod,sensor_type
57.0,563.0,reference grade
58.0,563.0,reference grade
56.0,426.0,reference grade
55.0,359.0,reference grade
55.0,359.0,reference grade
38.0,931.0,reference grade
39.0,931.0,reference grade
48.0,426.0,reference grade
48.0,426.0,reference grade
48.0,426.0,reference grade
47.0,567.0,reference grade
47.0,567.0,reference grade
37.0,454.0,reference grade
37.0,454.0,reference grade
36.0,538.0,reference grade
36.0,538.0,reference grade
31.0,173.0,reference grade
31.0,173.0,reference grade
31.0,330.0,reference grade
30.0,330.0,reference grade
57.0,377.0,reference grade
58.0,377.0,reference grade
58.0,520.0,reference grade
58.0,520.0,reference grade
58.0,918.0,reference grade
58.0,918.0,reference grade
62.0,740.0,reference grade
63.0,740.0,reference grade
54.0,515.0,reference grade
54.0,515.0,reference grade
52.0,664.0,reference grade
52.0,664.0,reference grade
58.0,756.0,reference grade
59.0,756.0,reference grade
79.0,1271.0,reference grade
78.0,1271.0,reference grade
58.0,1989.0,reference grade
58.0,1989.0,reference grade
30.0,203.0,reference grade
29.0,203.0,reference grade
56.0,633.0,reference grade
56.0,633.0,reference grade
25.0,476.0,reference grade
25.0,476.0,reference grade
25.0,537.0,reference grade
24.0,512.0,reference grade
23.0,512.0,reference grade
24.0,280.0,reference grade
24.0,280.0,reference grade
19.0,282.0,reference grade
19.0,282.0,reference grade
22.0,364.0,reference grade
22.0,364.0,reference grade
18.0,220.0,reference grade
18.0,220.0,reference grade
16.0,139.0,reference grade
16.0,139.0,reference grade
16.0,139.0,reference grade
16.0,188.0,reference grade
16.0,188.0,reference grade
16.0,59.0,reference grade
16.0,59.0,reference grade
18.0,173.0,reference grade
18.0,173.0,reference grade
13.0,109.0,reference grade
13.0,109.0,reference grade
11.0,120.0,reference grade
12.0,120.0,reference grade
9.0,261.0,reference grade
9.0,261.0,reference grade
14.0,109.0,reference grade
13.0,109.0,reference grade
10.0,262.0,reference grade
10.0,262.0,reference grade
12.0,283.0,reference grade
12.0,283.0,reference grade
10.0,152.0,reference grade
10.0,152.0,reference grade
11.0,177.0,reference grade
11.0,177.0,reference grade
39.0,113.0,reference grade
39.0,113.0,reference grade
39.0,202.0,reference grade
39.0,202.0,reference grade
53.0,404.0,reference grade
53.0,404.0,reference grade
53.0,483.0,reference grade
53.0,483.0,reference grade
44.0,164.0,reference grade
44.0,164.0,reference grade
42.0,267.0,reference grade
41.0,261.0,reference grade
41.0,261.0,reference grade
42.0,214.0,reference grade
43.0,214.0,reference grade
43.0,266.0,reference grade
43.0,266.0,reference grade
42.0,370.0,reference grade
42.0,370.0,reference grade
41.0,370.0,reference grade
35.0,196.0,reference grade
35.0,196.0,reference grade
34.0,126.0,reference grade
34.0,126.0,reference grade
32.0,45.0,reference grade
32.0,45.0,reference grade
32.0,152.0,reference grade
32.0,152.0,reference grade
36.0,172.0,reference grade
36.0,172.0,reference grade
37.0,72.0,reference grade
38.0,72.0,reference grade
39.0,150.0,reference grade
39.0,150.0,reference grade
31.0,284.0,reference grade
31.0,284.0,reference grade
32.0,236.0,reference grade
33.0,236.0,reference grade
24.0,177.0,reference grade
24.0,177.0,reference grade
28.0,71.0,reference grade
28.0,71.0,reference grade
31.0,181.0,reference grade
31.0,181.0,reference grade
27.0,26.0,reference grade
27.0,26.0,reference grade
26.0,63.0,reference grade
26.0,63.0,reference grade
17.0,44.0,reference grade
17.0,44.0,reference grade
21.0,79.0,reference grade
22.0,79.0,reference grade
21.0,82.0,reference grade
21.0,82.0,reference grade
24.0,151.0,reference grade
24.0,151.0,reference grade
25.0,75.0,reference grade
26.0,75.0,reference grade
29.0,100.0,reference grade
29.0,100.0,reference grade
29.0,314.0,reference grade
30.0,314.0,reference grade
14.9,325.0,reference grade
15.0,325.0,reference grade
10.4,211.0,reference grade
10.5,211.0,reference grade
8.8,130.0,reference grade
9.0,130.0,reference grade
7.9,204.0,reference grade
24.9,39.0,reference grade
25.1,87.0,reference grade
25.0,87.0,reference grade
24.2,65.0,reference grade
23.8,138.0,reference grade
21.7,178.0,reference grade
22.2,203.0,reference grade
22.3,203.0,reference grade
19.6,208.0,reference grade
20.8,110.0,reference grade
20.4,102.0,reference grade
20.2,102.0,reference grade
16.2,18.0,reference grade
16.0,208.0,reference grade
18.3,201.0,reference grade
18.2,201.0,reference grade
17.0,158.0,reference grade
18.9,137.0,reference grade
19.0,137.0,reference grade
14.8,216.0,reference grade
13.9,255.0,reference grade
10.7,80.0,reference grade
10.5,80.0,reference grade
24.1,102.0,reference grade
24.1,102.0,reference grade
32.3,187.0,reference grade
30.3,169.0,reference grade
30.2,93.0,reference grade
28.0,166.0,reference grade
22.4,158.0,reference grade
25.2,192.0,reference grade
26.3,187.0,reference grade
22.7,151.0,reference grade
35.4,484.0,reference grade
19.8,276.0,reference grade
17.9,266.0,reference grade
23.1,250.0,reference grade
18.9,136.0,reference grade
19.4,200.0,reference grade
18.4,96.0,reference grade
19.4,120.0,reference grade
19.5,120.0,reference grade
27.6,218.0,reference grade
79.0,619.0,reference grade
77.0,619.0,reference grade
76.0,713.0,reference grade
75.0,713.0,reference grade
68.0,187.0,reference grade
67.0,187.0,reference grade
115.0,1036.0,reference grade
113.0,1149.0,reference grade
113.0,1149.0,reference grade
120.0,1158.0,reference grade
119.0,1158.0,reference grade
88.0,1202.0,reference grade
86.0,1202.0,reference grade
84.0,1202.0,reference grade
79.0,718.0,reference grade
77.0,718.0,reference grade
77.0,714.0,reference grade
76.0,714.0,reference grade
66.0,287.0,reference grade
65.0,287.0,reference grade
49.0,499.0,reference grade
49.0,499.0,reference grade
50.0,734.0,reference grade
49.0,734.0,reference grade
48.0,476.0,reference grade
48.0,588.0,reference grade
47.0,588.0,reference grade
47.0,447.0,reference grade
49.0,447.0,reference grade
51.0,636.0,reference grade
52.0,636.0,reference grade
46.0,29.0,reference grade
48.0,29.0,reference grade
54.0,300.0,reference grade
57.0,300.0,reference grade
75.0,1026.0,reference grade
75.0,1026.0,reference grade
92.0,1113.0,reference grade
81.0,1057.0,reference grade
82.0,1057.0,reference grade
86.0,1081.0,reference grade
89.0,1081.0,reference grade
143.0,910.0,reference grade
97.0,1392.0,reference grade
101.0,511.0,reference grade
102.0,511.0,reference grade
104.0,880.0,reference grade
105.0,880.0,reference grade
146.0,1077.0,reference grade
148.0,818.0,reference grade
149.0,818.0,reference grade
139.0,1016.0,reference grade
138.0,1016.0,reference grade
136.0,1545.0,reference grade
136.0,1545.0,reference grade
121.0,1219.0,reference grade
119.0,1219.0,reference grade
119.0,1099.0,reference grade
117.0,1099.0,reference grade
108.0,1035.0,reference grade
131.0,1110.0,reference grade
130.0,1470.0,reference grade
134.0,1470.0,reference grade
178.0,1302.0,reference grade
186.0,1302.0,reference grade
224.0,2031.0,reference grade
224.0,2031.0,reference grade
141.0,1556.0,reference grade
136.0,1556.0,reference grade
188.0,1163.0,reference grade
194.0,1163.0,reference grade
196.0,1163.0,reference grade
194.0,1805.0,reference grade
194.0,1805.0,reference grade
193.0,1663.0,reference grade
196.0,1663.0,reference grade
37.0,462.0,reference grade
37.0,462.0,reference grade
37.0,377.0,reference grade
37.0,377.0,reference grade
34.0,363.0,reference grade
34.0,363.0,reference grade
34.0,379.0,reference grade
35.0,379.0,reference grade
35.0,379.0,reference grade
38.0,354.0,reference grade
38.0,354.0,reference grade
54.0,438.0,reference grade
53.0,438.0,reference grade
50.0,521.0,reference grade
50.0,521.0,reference grade
37.0,329.0,reference grade
36.0,329.0,reference grade
28.0,375.0,reference grade
28.0,375.0,reference grade
35.0,290.0,reference grade
35.0,290.0,reference grade
35.0,290.0,reference grade
34.0,356.0,reference grade
34.0,356.0,reference grade
15.1,109.0,reference grade
15.5,109.0,reference grade
12.9,301.0,reference grade
12.9,301.0,reference grade
20.0,113.0,reference grade
16.6,163.0,reference grade
16.6,163.0,reference grade
16.9,267.0,reference grade
16.9,267.0,reference grade
11.8,106.0,reference grade
15.0,257.0,reference grade
13.3,86.0,reference grade
13.1,86.0,reference grade
13.0,347.0,reference grade
12.7,347.0,reference grade
36.8,463.0,reference grade
36.0,463.0,reference grade
30.0,355.0,reference grade
29.8,355.0,reference grade
27.9,178.0,reference grade
27.5,178.0,reference grade
25.8,162.0,reference grade
25.5,162.0,reference grade
17.9,38.0,reference grade
18.2,38.0,reference grade
18.3,27.0,reference grade
18.4,27.0,reference grade
21.6,162.0,reference grade
21.9,162.0,reference grade
22.1,61.0,reference grade
22.0,61.0,reference grade
26.5,224.0,reference grade
26.7,306.0,reference grade
26.9,306.0,reference grade
28.5,219.0,reference grade
20.0,68.0,reference grade
20.1,68.0,reference grade
20.6,96.0,reference grade
21.8,21.0,reference grade
21.8,21.0,reference grade
22.3,112.0,reference grade
22.4,112.0,reference grade
26.5,8.0,reference grade
26.5,8.0,reference grade
26.6,8.0,reference grade
26.3,62.0,reference grade
26.4,62.0,reference grade
26.3,62.0,reference grade
26.1,58.0,reference grade
30.3,76.0,reference grade
30.6,76.0,reference grade
30.4,242.0,reference grade
29.9,242.0,reference grade
25.7,101.0,reference grade
25.8,101.0,reference grade
25.3,98.0,reference grade
25.1,98.0,reference grade
22.6,105.0,reference grade
22.1,174.0,reference grade
22.1,174.0,reference grade
56.9,472.0,reference grade
57.0,472.0,reference grade
56.8,662.0,reference grade
56.6,662.0,reference grade
37.9,331.0,reference grade
37.4,331.0,reference grade
35.0,493.0,reference grade
34.2,493.0,reference grade
33.4,493.0,reference grade
30.2,153.0,reference grade
30.3,153.0,reference grade
29.8,61.0,reference grade
29.9,61.0,reference grade
32.6,88.0,reference grade
32.4,88.0,reference grade
47.8,44.0,reference grade
47.6,44.0,reference grade
45.6,139.0,reference grade
44.7,139.0,reference grade
26.4,464.0,reference grade
26.0,464.0,reference grade
24.1,24.0,reference grade
24.4,24.0,reference grade
25.6,91.0,reference grade
25.8,91.0,reference grade
33.5,269.0,reference grade
31.8,130.0,reference grade
31.4,130.0,reference grade
22.8,50.0,reference grade
23.3,50.0,reference grade
24.6,96.0,reference grade
24.8,96.0,reference grade
35.0,102.0,reference grade
35.1,71.0,reference grade
35.1,71.0,reference grade
37.1,216.0,reference grade
37.4,216.0,reference grade
34.1,126.0,reference grade
33.9,220.0,reference grade
33.8,224.0,reference grade
34.0,195.0,reference grade
34.5,193.0,reference grade
34.8,193.0,reference grade
39.2,279.0,reference grade
39.3,296.0,reference grade
39.2,296.0,reference grade
40.4,343.0,reference grade
40.1,128.0,reference grade
40.1,128.0,reference grade
39.7,157.0,reference grade
39.4,157.0,reference grade
39.4,157.0,reference grade
28.9,134.0,reference grade
29.0,134.0,reference grade
31.3,87.0,reference grade
31.6,87.0,reference grade
32.0,79.0,reference grade
32.3,79.0,reference grade
35.9,113.0,reference grade
36.5,113.0,reference grade
38.5,151.0,reference grade
39.1,151.0,reference grade
58.1,207.0,reference grade
58.7,207.0,reference grade
60.2,332.0,reference grade
59.9,332.0,reference grade
118.0,1025.0,reference grade
117.7,1025.0,reference grade
96.0,1018.0,reference grade
94.9,1018.0,reference grade
90.8,1179.0,reference grade
89.7,1179.0,reference grade
104.4,764.0,reference grade
106.0,764.0,reference grade
144.2,644.0,reference grade
143.6,1116.0,reference grade
143.9,1116.0,reference grade
129.7,1192.0,reference grade
127.8,1192.0,reference grade
121.6,954.0,reference grade
119.4,954.0,reference grade
72.3,626.0,reference grade
69.7,626.0,reference grade
64.0,789.0,reference grade
61.0,789.0,reference grade
58.7,789.0,reference grade
44.7,326.0,reference grade
48.9,160.0,reference grade
50.3,160.0,reference grade
68.6,285.0,reference grade
66.7,285.0,reference grade
58.4,533.0,reference grade
57.6,370.0,reference grade
56.9,370.0,reference grade
56.0,243.0,reference grade
58.1,243.0,reference grade
66.7,303.0,reference grade
68.5,303.0,reference grade
90.4,1040.0,reference grade
94.4,1040.0,reference grade
101.2,761.0,reference grade
102.2,761.0,reference grade
73.9,454.0,reference grade
67.5,583.0,reference grade
65.9,583.0,reference grade
39.3,247.0,reference grade
39.1,247.0,reference grade
39.7,390.0,reference grade
39.4,390.0,reference grade
40.2,182.0,reference grade
41.7,235.0,reference grade
42.5,235.0,reference grade
48.9,277.0,reference grade
48.9,277.0,reference grade
48.4,282.0,reference grade
47.9,282.0,reference grade
38.3,325.0,reference grade
38.2,325.0,reference grade
38.1,325.0,reference grade
39.8,304.0,reference grade
71.0,747.0,reference grade
70.9,747.0,reference grade
68.0,733.0,reference grade
68.4,733.0,reference grade
75.5,941.0,reference grade
75.3,941.0,reference grade
75.3,852.0,reference grade
74.1,852.0,reference grade
69.5,435.0,reference grade
69.7,435.0,reference grade
84.0,670.0,reference grade
85.1,670.0,reference grade
80.8,895.0,reference grade
79.0,895.0,reference grade
49.4,495.0,reference grade
49.1,495.0,reference grade
49.5,81.0,reference grade
49.5,81.0,reference grade
49.5,558.0,reference grade
49.3,558.0,reference grade
57.0,705.0,reference grade
57.7,705.0,reference grade
54.5,852.0,reference grade
53.6,852.0,reference grade
40.5,367.0,reference grade
40.2,367.0,reference grade
40.2,367.0,reference grade
41.7,528.0,reference grade
42.6,528.0,reference grade
43.8,528.0,reference grade
41.0,358.0,reference grade
42.0,358.0,reference grade
44.3,241.0,reference grade
45.3,241.0,reference grade
123.3,1239.0,reference grade
125.1,1239.0,reference grade
134.9,1353.0,reference grade
138.0,1353.0,reference grade
152.6,1665.0,reference grade
155.7,1665.0,reference grade
151.2,1365.0,reference grade
148.9,1365.0,reference grade
140.6,1274.0,reference grade
137.5,1274.0,reference grade
116.5,905.0,reference grade
113.5,905.0,reference grade
119.1,1564.0,reference grade
117.8,1564.0,reference grade
110.4,1125.0,reference grade
108.2,1125.0,reference grade
104.5,898.0,reference grade
104.5,898.0,reference grade
102.7,963.0,reference grade
101.7,963.0,reference grade
88.4,551.0,reference grade
88.2,551.0,reference grade
14.0,91.0,reference grade
14.0,91.0,reference grade
13.0,16.0,reference grade
13.0,16.0,reference grade
13.0,20.0,reference grade
13.0,20.0,reference grade
14.0,115.0,reference grade
14.0,115.0,reference grade
18.0,83.0,reference grade
18.0,83.0,reference grade
18.0,35.0,reference grade
19.0,35.0,reference grade
19.0,248.0,reference grade
19.0,248.0,reference grade
19.0,250.0,reference grade
21.0,122.0,reference grade
21.0,122.0,reference grade
21.0,122.0,reference grade
24.0,150.0,reference grade
24.0,150.0,reference grade
24.0,86.0,reference grade
24.0,86.0,reference grade
31.0,215.0,reference grade
31.0,215.0,reference grade
32.0,304.0,reference grade
32.0,304.0,reference grade
29.0,316.0,reference grade
29.0,316.0,reference grade
35.0,213.0,reference grade
32.0,239.0,reference grade
32.0,239.0,reference grade
37.0,250.0,reference grade
37.0,250.0,reference grade
36.0,240.0,reference grade
35.0,240.0,reference grade
31.0,214.0,reference grade
31.0,214.0,reference grade
31.0,220.0,reference grade
31.0,220.0,reference grade
40.0,151.0,reference grade
41.0,151.0,reference grade
41.0,132.0,reference grade
40.0,132.0,reference grade
35.0,260.0,reference grade
35.0,260.0,reference grade
30.0,365.0,reference grade
30.0,365.0,reference grade
27.0,208.0,reference grade
27.0,208.0,reference grade
28.0,31.0,reference grade
28.0,31.0,reference grade
28.0,85.0,reference grade
28.0,85.0,reference grade
25.0,156.0,reference grade
25.0,156.0,reference grade
25.0,109.0,reference grade
25.0,109.0,reference grade
25.0,136.0,reference grade
25.0,136.0,reference grade
22.0,150.0,reference grade
22.0,150.0,reference grade
22.0,150.0,reference grade
22.0,98.0,reference grade
23.0,98.0,reference grade
23.0,232.0,reference grade
23.0,232.0,reference grade
23.0,167.0,reference grade
23.0,167.0,reference grade
25.0,214.0,reference grade
25.0,214.0,reference grade
25.0,133.0,reference grade
25.0,133.0,reference grade
25.0,133.0,reference grade
24.0,190.0,reference grade
24.0,190.0,reference grade
24.0,96.0,reference grade
24.0,96.0,reference grade
20.0,75.0,reference grade
21.0,75.0,reference grade
40.0,227.0,reference grade
39.0,227.0,reference grade
39.0,161.0,reference grade
39.0,161.0,reference grade
34.0,111.0,reference grade
34.0,111.0,reference grade
33.0,109.0,reference grade
33.0,109.0,reference grade
31.0,103.0,reference grade
31.0,103.0,reference grade
32.0,91.0,reference grade
32.0,69.0,reference grade
32.0,69.0,reference grade
32.0,65.0,reference grade
32.0,65.0,reference grade
28.0,240.0,reference grade
29.0,240.0,reference grade
25.0,322.0,reference grade
25.0,322.0,reference grade
25.0,264.0,reference grade
25.0,264.0,reference grade
19.0,246.0,reference grade
19.0,246.0,reference grade
17.0,273.0,reference grade
17.0,273.0,reference grade
18.0,96.0,reference grade
18.0,96.0,reference grade
14.0,236.0,reference grade
14.0,236.0,reference grade
24.0,446.0,reference grade
22.0,324.0,reference grade
19.0,145.0,reference grade
19.0,145.0,reference grade
22.0,324.0,reference grade
22.0,324.0,reference grade
8.0,492.0,reference grade
7.0,307.0,reference grade
7.0,307.0,reference grade
18.0,400.0,reference grade
17.0,400.0,reference grade
10.0,114.0,reference grade
10.0,114.0,reference grade
7.0,127.0,reference grade
7.0,127.0,reference grade
7.0,287.0,reference grade
7.0,287.0,reference grade
9.0,92.0,reference grade
9.0,92.0,reference grade
10.0,152.0,reference grade
10.0,152.0,reference grade
11.0,324.0,reference grade
10.0,324.0,reference grade
8.0,162.0,reference grade
9.0,162.0,reference grade
26.0,239.0,reference grade
26.0,239.0,reference grade
28.0,298.0,reference grade
28.0,298.0,reference grade
27.0,218.0,reference grade
27.0,218.0,reference grade
21.0,350.0,reference grade
21.0,350.0,reference grade
22.0,244.0,reference grade
22.0,244.0,reference grade
26.0,153.0,reference grade
26.0,153.0,reference grade
25.0,221.0,reference grade
25.0,221.0,reference grade
33.0,378.0,reference grade
33.0,378.0,reference grade
34.0,422.0,reference grade
33.0,422.0,reference grade
32.0,422.0,reference grade
27.0,117.0,reference grade
27.0,117.0,reference grade
33.0,183.0,reference grade
33.0,183.0,reference grade
33.0,162.0,reference grade
33.0,162.0,reference grade
33.0,121.0,reference grade
33.0,121.0,reference grade
34.0,198.0,reference grade
33.0,198.0,reference grade
28.0,231.0,reference grade
28.0,231.0,reference grade
19.0,205.0,reference grade
19.0,265.0,reference grade
15.0,129.0,reference grade
14.0,129.0,reference grade
12.0,77.0,reference grade
12.0,77.0,reference grade
12.0,57.0,reference grade
13.0,57.0,reference grade
13.0,140.0,reference grade
13.0,140.0,reference grade
17.0,154.0,reference grade
17.0,154.0,reference grade
15.0,253.0,reference grade
15.0,152.0,reference grade
13.0,178.0,reference grade
13.0,178.0,reference grade
14.0,160.0,reference grade
14.0,160.0,reference grade
14.0,128.0,reference grade
10.0,251.0,reference grade
10.0,251.0,reference grade
10.0,259.0,reference grade
9.0,259.0,reference grade
8.0,217.0,reference grade
8.0,217.0,reference grade
13.0,185.0,reference grade
68.0,421.0,reference grade
68.0,421.0,reference grade
67.0,423.0,reference grade
66.0,423.0,reference grade
34.0,219.0,reference grade
34.0,219.0,reference grade
34.0,183.0,reference grade
34.0,183.0,reference grade
35.0,299.0,reference grade
35.0,299.0,reference grade
36.0,220.0,reference grade
36.0,220.0,reference grade
38.0,247.0,reference grade
38.0,247.0,reference grade
39.0,241.0,reference grade
38.0,241.0,reference grade
36.0,601.0,reference grade
37.0,601.0,reference grade
24.0,457.0,reference grade
23.0,457.0,reference grade
21.0,446.0,reference grade
20.0,446.0,reference grade
14.0,118.0,reference grade
14.0,118.0,reference grade
40.0,183.0,reference grade
44.0,183.0,reference grade
63.0,187.0,reference grade
65.0,187.0,reference grade
67.0,341.0,reference grade
68.0,317.0,reference grade
68.0,317.0,reference grade
80.0,181.0,reference grade
80.0,181.0,reference grade
78.0,259.0,reference grade
76.0,259.0,reference grade
74.0,259.0,reference grade
61.0,143.0,reference grade
62.0,143.0,reference grade
67.0,152.0,reference grade
68.0,152.0,reference grade
56.0,53.0,reference grade
57.0,53.0,reference grade
56.0,268.0,reference grade
41.0,83.0,reference grade
39.0,83.0,reference grade
18.0,8.0,reference grade
18.0,15.0,reference grade
18.0,15.0,reference grade
17.0,46.0,reference grade
17.0,46.0,reference grade
17.0,53.0,reference grade
16.0,53.0,reference grade
15.0,140.0,reference grade
14.0,140.0,reference grade
42.0,189.0,reference grade
43.0,115.0,reference grade
44.0,115.0,reference grade
60.0,0.0,reference grade
59.0,101.0,reference grade
58.0,101.0,reference grade
43.0,91.0,reference grade
42.0,91.0,reference grade
81.0,767.0,reference grade
40.0,851.0,reference grade
40.0,851.0,reference grade
27.0,385.0,reference grade
27.0,385.0,reference grade
19.0,385.0,reference grade
40.0,416.0,reference grade
40.0,416.0,reference grade
47.0,832.0,reference grade
47.0,832.0,reference grade
47.0,870.0,reference grade
47.0,870.0,reference grade
46.0,317.0,reference grade
47.0,317.0,reference grade
47.0,317.0,reference grade
36.0,345.0,reference grade
37.0,345.0,reference grade
39.0,537.0,reference grade
34.0,383.0,reference grade
34.0,383.0,reference grade
30.0,596.0,reference grade
29.0,596.0,reference grade
29.0,596.0,reference grade
29.0,596.0,reference grade
33.0,326.0,reference grade
33.0,326.0,reference grade
36.0,103.0,reference grade
36.0,103.0,reference grade
37.0,145.0,reference grade
37.0,145.0,reference grade
48.0,220.0,reference grade
64.0,329.0,reference grade
64.0,329.0,reference grade
68.0,497.0,reference grade
69.0,427.0,reference grade
117.0,592.0,reference grade
117.0,592.0,reference grade
71.0,381.0,reference grade
66.0,340.0,reference grade
66.0,340.0,reference grade
45.0,504.0,reference grade
33.0,456.0,reference grade
33.0,456.0,reference grade
34.0,453.0,reference grade
34.0,453.0,reference grade
26.0,477.0,reference grade
25.0,477.0,reference grade
18.0,561.0,reference grade
19.0,357.0,reference grade
20.0,357.0,reference grade
34.0,343.0,reference grade
34.0,343.0,reference grade
48.0,408.0,reference grade
49.0,408.0,reference grade
56.0,957.0,reference grade
57.0,957.0,reference grade
52.0,577.0,reference grade
51.0,577.0,reference grade
54.0,608.0,reference grade
54.0,608.0,reference grade
55.0,609.0,reference grade
55.0,609.0,reference grade
26.0,157.0,reference grade
26.0,157.0,reference grade
103.0,712.0,reference grade
102.0,712.0,reference grade
8.0,314.0,reference grade
42.0,187.0,reference grade
42.0,187.0,reference grade
43.0,247.0,reference grade
43.0,247.0,reference grade
53.0,345.0,reference grade
53.0,345.0,reference grade
47.0,209.0,reference grade
46.0,209.0,reference grade
45.0,310.0,reference grade
44.0,202.0,reference grade
44.0,202.0,reference grade
30.0,151.0,reference grade
30.0,151.0,reference grade
32.0,126.0,reference grade
32.0,126.0,reference grade
32.0,133.0,reference grade
32.0,133.0,reference grade
29.0,110.0,reference grade
23.0,196.0,reference grade
23.0,196.0,reference grade
27.0,120.0,reference grade
27.0,120.0,reference grade
32.0,167.0,reference grade
30.0,150.0,reference grade
22.0,75.0,reference grade
21.0,75.0,reference grade
21.0,118.0,reference grade
21.0,118.0,reference grade
14.0,62.0,reference grade
15.0,62.0,reference grade
21.0,207.0,reference grade
21.0,207.0,reference grade
19.0,187.0,reference grade
19.0,187.0,reference grade
23.0,115.0,reference grade
23.0,115.0,reference grade
23.0,179.0,reference grade
24.0,179.0,reference grade
21.0,72.0,reference grade
22.0,72.0,reference grade
27.0,266.0,reference grade
27.0,266.0,reference grade
26.0,199.0,reference grade
26.0,199.0,reference grade
19.1,126.0,reference grade
19.0,126.0,reference grade
24.3,75.0,reference grade
11.1,175.0,reference grade
17.9,72.0,reference grade
20.5,264.0,reference grade
20.4,142.0,reference grade
15.1,139.0,reference grade
8.4,214.0,reference grade
9.5,154.0,reference grade
11.8,225.0,reference grade
11.9,121.0,reference grade
12.6,121.0,reference grade
16.7,180.0,reference grade
16.6,180.0,reference grade
18.0,308.0,reference grade
163.0,848.0,reference grade
160.0,848.0,reference grade
126.0,284.0,reference grade
126.0,284.0,reference grade
95.0,538.0,reference grade
96.0,538.0,reference grade
125.0,869.0,reference grade
126.0,869.0,reference grade
116.0,918.0,reference grade
115.0,918.0,reference grade
112.0,918.0,reference grade
105.0,638.0,reference grade
103.0,638.0,reference grade
99.0,324.0,reference grade
98.0,324.0,reference grade
39.0,440.0,reference grade
40.0,440.0,reference grade
86.0,817.0,reference grade
85.0,817.0,reference grade
48.0,501.0,reference grade
48.0,501.0,reference grade
44.0,526.0,reference grade
47.0,526.0,reference grade
78.0,768.0,reference grade
77.0,768.0,reference grade
76.0,768.0,reference grade
40.0,525.0,reference grade
56.0,385.0,reference grade
57.0,385.0,reference grade
70.0,745.0,reference grade
70.0,745.0,reference grade
73.0,974.0,reference grade
73.0,974.0,reference grade
71.0,1015.0,reference grade
53.0,934.0,reference grade
54.0,934.0,reference grade
100.0,640.0,reference grade
107.0,934.0,reference grade
111.0,934.0,reference grade
86.0,555.0,reference grade
87.0,555.0,reference grade
119.0,718.0,reference grade
123.0,718.0,reference grade
123.0,1178.0,reference grade
121.0,1178.0,reference grade
114.0,827.0,reference grade
113.0,827.0,reference grade
109.0,728.0,reference grade
107.0,728.0,reference grade
140.0,1147.0,reference grade
141.0,1147.0,reference grade
135.0,1267.0,reference grade
136.0,1267.0,reference grade
180.0,1516.0,reference grade
182.0,1516.0,reference grade
139.0,1013.0,reference grade
135.0,1013.0,reference grade
154.0,630.0,reference grade
158.0,630.0,reference grade
164.0,630.0,reference grade
160.0,1085.0,reference grade
159.0,1085.0,reference grade
157.0,1044.0,reference grade
157.0,1044.0,reference grade
29.0,378.0,reference grade
29.0,378.0,reference grade
31.0,312.0,reference grade
31.0,312.0,reference grade
28.0,463.0,reference grade
28.0,463.0,reference grade
28.0,463.0,reference grade
28.0,423.0,reference grade
28.0,423.0,reference grade
9.0,355.0,reference grade
56.0,336.0,reference grade
56.0,336.0,reference grade
42.0,504.0,reference grade
42.0,504.0,reference grade
42.0,396.0,reference grade
42.0,396.0,reference grade
46.0,419.0,reference grade
46.0,419.0,reference grade
38.0,448.0,reference grade
37.0,448.0,reference grade
34.0,505.0,reference grade
36.0,505.0,reference grade
11.0,370.0,reference grade
11.0,370.0,reference grade
11.0,360.0,reference grade
11.1,360.0,reference grade
18.4,364.0,reference grade
18.4,364.0,reference grade
20.1,330.0,reference grade
20.2,330.0,reference grade
22.4,185.0,reference grade
22.2,185.0,reference grade
22.5,141.0,reference grade
22.1,141.0,reference grade
12.8,38.0,reference grade
12.7,38.0,reference grade
13.0,0.0,reference grade
13.0,0.0,reference grade
12.6,87.0,reference grade
13.0,87.0,reference grade
14.2,189.0,reference grade
14.7,229.0,reference grade
14.9,229.0,reference grade
20.1,221.0,reference grade
10.7,116.0,reference grade
10.6,23.0,reference grade
10.7,23.0,reference grade
10.9,28.0,reference grade
18.0,0.0,reference grade
18.3,0.0,reference grade
19.1,32.0,reference grade
19.4,32.0,reference grade
17.7,41.0,reference grade
17.7,41.0,reference grade
17.8,41.0,reference grade
17.6,67.0,reference grade
17.3,67.0,reference grade
17.3,67.0,reference grade
16.3,8.0,reference grade
16.3,8.0,reference grade
16.2,43.0,reference grade
14.8,36.0,reference grade
14.9,36.0,reference grade
15.9,114.0,reference grade
16.1,114.0,reference grade
14.9,158.0,reference grade
15.1,158.0,reference grade
16.3,142.0,reference grade
16.2,142.0,reference grade
12.9,144.0,reference grade
12.9,137.0,reference grade
12.8,137.0,reference grade
51.1,311.0,reference grade
52.4,311.0,reference grade
53.4,512.0,reference grade
54.0,512.0,reference grade
42.2,391.0,reference grade
41.6,391.0,reference grade
40.5,391.0,reference grade
24.1,266.0,reference grade
22.8,266.0,reference grade
21.1,169.0,reference grade
20.4,169.0,reference grade
18.4,91.0,reference grade
18.2,91.0,reference grade
23.6,10.0,reference grade
24.0,10.0,reference grade
24.0,88.0,reference grade
23.5,88.0,reference grade
14.6,144.0,reference grade
15.0,144.0,reference grade
23.5,9.0,reference grade
24.1,9.0,reference grade
24.4,67.0,reference grade
24.4,67.0,reference grade
19.8,137.0,reference grade
15.0,56.0,reference grade
