y_pm25,x_aod,sensor_type
113.1,1274.0,low-cost sensor
119.1,951.0,low-cost sensor
82.0,329.0,reference grade
40.5,391.0,reference grade
33.9,52.0,low-cost sensor
23.5,116.0,low-cost sensor
115.0,1082.0,reference grade
139.8,1203.0,reference grade
22.5,44.0,low-cost sensor
17.0,0.0,reference grade
15.0,347.0,reference grade
357.1,1426.0,low-cost sensor
2.0,92.0,low-cost sensor
7.9,92.0,low-cost sensor
31.1,26.0,low-cost sensor
34.4,203.0,reference grade
63.6,196.0,low-cost sensor
19.8,80.0,reference grade
11.7,23.0,low-cost sensor
42.5,436.0,reference grade
21.9,37.0,reference grade
38.1,88.0,low-cost sensor
29.7,120.0,low-cost sensor
45.0,285.0,reference grade
15.8,183.0,low-cost sensor
173.5,1569.0,low-cost sensor
17.7,66.0,low-cost sensor
35.8,112.0,low-cost sensor
40.6,206.0,low-cost sensor
47.0,152.0,low-cost sensor
35.0,466.0,reference grade
41.0,328.0,reference grade
31.0,98.0,reference grade
20.0,420.0,reference grade
36.4,387.0,low-cost sensor
25.4,89.0,low-cost sensor
22.4,112.0,reference grade
85.8,939.0,reference grade
36.8,222.0,low-cost sensor
33.4,252.0,reference grade
19.0,380.0,reference grade
32.9,310.0,low-cost sensor
25.8,101.0,low-cost sensor
17.7,41.0,reference grade
17.9,147.0,reference grade
10.0,223.0,reference grade
12.0,270.0,reference grade
